Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Reviews,Place ID,Google Maps Link
Cuyapo Rural Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Cuyapo,Nueva Ecija,Central Luzon,"QMH8+94F, Cuyapo",15.7784264,120.665308,5,3,ChIJa7irpAAxkTMR25UXdDrps1U,https://www.google.com/maps/place/?q=place_id:ChIJa7irpAAxkTMR25UXdDrps1U,
Cooperative Rural Bank of Bulacan,"bank, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"San Vicente Central, Urdaneta City",15.979482,120.5712785,,,ChIJtR-IDLM_kTMR9TEGgZ2SOPA,https://www.google.com/maps/place/?q=place_id:ChIJtR-IDLM_kTMR9TEGgZ2SOPA,
Mi Amor Bookkeeping and Consulting Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"Hugo barn warehouse, Urdaneta City",15.9997873,120.5770462,5,4,ChIJZeK2GNo_kTMRR3RmEEDaxcc,https://www.google.com/maps/place/?q=place_id:ChIJZeK2GNo_kTMRR3RmEEDaxcc,
Land Tax Office @ Urdaneta Municipal Hall,"accounting, establishment, finance, local_government_office, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"XHG8+FV3, Alexander Street, Urdaneta City",15.976136,120.567162,,,ChIJ3cMF4rE_kTMRVg7k2lv6kGY,https://www.google.com/maps/place/?q=place_id:ChIJ3cMF4rE_kTMRVg7k2lv6kGY,
BIR RDO 006,"accounting, establishment, finance, local_government_office, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"2H3G+XHX, Urdaneta City",16.0049824,120.5764914,5,1,ChIJ8beeiyo-kTMRYuKrJIi4ckw,https://www.google.com/maps/place/?q=place_id:ChIJ8beeiyo-kTMRYuKrJIi4ckw,
MMM Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"Urdaneta - Manaoag Road, Urdaneta City",15.983668,120.5566224,5,1,ChIJaQbi38Q_kTMRZSyZ8uqVw5Q,https://www.google.com/maps/place/?q=place_id:ChIJaQbi38Q_kTMRZSyZ8uqVw5Q,
Northern Tax Accounting and Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"Zone 1, Urdaneta City",15.9797335,120.5523748,,,ChIJTWJMM7g_kTMR74GUHxw_JVA,https://www.google.com/maps/place/?q=place_id:ChIJTWJMM7g_kTMR74GUHxw_JVA,
CAYAGO ACCOUNTING,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"618 CALYE IBAY, ZONE 5, 2428 Barangay Palina East Road, Urdaneta City",15.951641,120.5612257,,,ChIJi_wD7Hs_kTMR2671rYZ6yww,https://www.google.com/maps/place/?q=place_id:ChIJi_wD7Hs_kTMR2671rYZ6yww,
Lopez Accounting Office,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Rosales,Pangasinan,Ilocos Region,"VJWR+3V7, Rosales",15.8951533,120.6421755,,,ChIJo_GkBwA7kTMRDxvhBcfhuFM,https://www.google.com/maps/place/?q=place_id:ChIJo_GkBwA7kTMRDxvhBcfhuFM,
LPB Business Consulting Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,San Quintin,Pangasinan,Ilocos Region,"Camaboy, 294, San Quintin",15.9922654,120.7933882,,,ChIJu68BGxAZkTMRQPZBe1cn6W0,https://www.google.com/maps/place/?q=place_id:ChIJu68BGxAZkTMRQPZBe1cn6W0,
Dasol Malayan Bank ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Dasol,Pangasinan,Ilocos Region,"XVQG+VGR, Don Marcelo A. Jimenez Boulevard, Dasol",15.9897303,119.8762706,5,2,ChIJidNfA6LtkzMRU7VxQ_9GbSQ,https://www.google.com/maps/place/?q=place_id:ChIJidNfA6LtkzMRU7VxQ_9GbSQ,
Tambunting Pawnshop - Alaminos Branch,"atm, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"5X4G+RM4, Alaminos City",16.1570123,119.9766882,5,1,ChIJZ2-kgczckzMR4Z5Du7UwF8M,https://www.google.com/maps/place/?q=place_id:ChIJZ2-kgczckzMR4Z5Du7UwF8M,
ATM (PNB),"atm, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"5X4H+GF8, Quezon Avenue, Alaminos City",16.1562963,119.9786933,,,ChIJmcG5DczckzMRB443dISjzAU,https://www.google.com/maps/place/?q=place_id:ChIJmcG5DczckzMRB443dISjzAU,
RCBC ATM - Plaza Enrique,"atm, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"Plaza Enrique, Quezon Avenue, Alaminos City",16.1562262,119.9787967,,,ChIJL0D0mu3dkzMR_27-bteJHfM,https://www.google.com/maps/place/?q=place_id:ChIJL0D0mu3dkzMR_27-bteJHfM,
China Bank ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"5X3H+MRQ, Marcos Avenue, Alaminos City",16.1542043,119.9796058,,,ChIJk3SPLMzckzMR-yOpBN7rI54,https://www.google.com/maps/place/?q=place_id:ChIJk3SPLMzckzMR-yOpBN7rI54,
Philippine National Bank ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"5X4H+2RJ, CP Garcia Street, Alaminos City",16.1550814,119.9795078,,,ChIJsc7JJszckzMRguw2c_dn-mk,https://www.google.com/maps/place/?q=place_id:ChIJsc7JJszckzMRguw2c_dn-mk,
RCBC ATM - Nepomart Alaminos,"atm, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"NEPOMART, Quezon Avenue, Alaminos City",16.1550925,119.9805341,1,1,ChIJYaydVAHdkzMRGxzW93wXPr0,https://www.google.com/maps/place/?q=place_id:ChIJYaydVAHdkzMRGxzW93wXPr0,
RCBC ATM - Alaminos PTA - Lucap,"atm, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"Hundred Island Tourism, San Jose Drive, Alaminos City",16.1910599,120.0040634,1,1,ChIJl3UPq47bkzMRZWSWazGmMBU,https://www.google.com/maps/place/?q=place_id:ChIJl3UPq47bkzMRZWSWazGmMBU,
Bangko Pangasinan ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Bolinao,Pangasinan,Ilocos Region,"9VPV+Q5V, Poblacion Road, Bolinao",16.3869899,119.8929226,1,1,ChIJZ7v7q3LMkzMRBJVV0tsjNco,https://www.google.com/maps/place/?q=place_id:ChIJZ7v7q3LMkzMRBJVV0tsjNco,
"Kazama Grameen, Inc.","bank, establishment, finance, point_of_interest",OPERATIONAL,Bani,Pangasinan,Ilocos Region,"5VM5+X5G, Poblacion, Bani",16.184941,119.857939,,,ChIJn4UVXD_BkzMRiFpOxuDTSJ0,https://www.google.com/maps/place/?q=place_id:ChIJn4UVXD_BkzMRiFpOxuDTSJ0,
CitySavings - Alaminos Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"5X4H+H4R, Quezon Avenue, Alaminos City",16.1564751,119.9777776,,,ChIJj2pacMzckzMRTPT6_PRB1H0,https://www.google.com/maps/place/?q=place_id:ChIJj2pacMzckzMRTPT6_PRB1H0,
BHF Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"5X3J+JGQ, Quezon Avenue, Alaminos City",16.154097,119.9813716,,,ChIJJTOl9M7ckzMRJ2hha2954z4,https://www.google.com/maps/place/?q=place_id:ChIJJTOl9M7ckzMRJ2hha2954z4,
Bureau Of Fisheries And Aquatic Resources Multi Purpose Cooperative,"bank, establishment, finance, point_of_interest",OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"5XPX+VR9, Alaminos - Lucap Road, Alaminos City",16.1871656,119.9996032,5,1,ChIJs7VlG2fbkzMRq-DlU6CmH08,https://www.google.com/maps/place/?q=place_id:ChIJs7VlG2fbkzMRq-DlU6CmH08,
"Producers Bank ATM, Mangatarem","atm, establishment, finance, point_of_interest",OPERATIONAL,Mangatarem,Pangasinan,Ilocos Region,"Ground Floor, C& D Building, Burgos Street, Mangatarem",15.7918862,120.2949338,3.7,3,ChIJ-fV0bdNTkTMR-jvvRIQdVdI,https://www.google.com/maps/place/?q=place_id:ChIJ-fV0bdNTkTMR-jvvRIQdVdI,
TSPI Development Corporation,"bank, establishment, finance, point_of_interest",OPERATIONAL,San Carlos City,Pangasinan,Ilocos Region,"W8HW+MX9, Paronable Building, M. Soriano Street, Poblacion, San Carlos City, Pangasinan, San Carlos City",15.9291635,120.3474998,5,1,ChIJbbgLTMxEkTMRw_KlmV0VHXM,https://www.google.com/maps/place/?q=place_id:ChIJbbgLTMxEkTMRw_KlmV0VHXM,
FICOBank Malasiqui,"bank, establishment, finance, point_of_interest",OPERATIONAL,Malasiqui,Pangasinan,Ilocos Region,"WC98+VV7, Villasis - Malasiqui Road, Malasiqui",15.9196568,120.4171742,5,2,ChIJffaMTT9EkTMRwRAwO9Sfl-8,https://www.google.com/maps/place/?q=place_id:ChIJffaMTT9EkTMRwRAwO9Sfl-8,
Cebuana Lhuillier Pawnshop - Mangatarem National Highway,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Mangatarem,Pangasinan,Ilocos Region,"Batobato Building, Arellano Street, Along Public Market, Mangatarem, Pangasinan",15.7901161,120.2938,4,1,ChIJ28xrTdJTkTMRAfAWBQDdvAA,https://www.google.com/maps/place/?q=place_id:ChIJ28xrTdJTkTMRAfAWBQDdvAA,
Fundline Finance Corporation - Sta. Cruz Zambales Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Santa Cruz,Zambales,Central Luzon,"QW66+M6P, Poblacion North, Sta. Cruz, Zambales, Santa Cruz",15.761724,119.910563,,,ChIJIRmnVdsJlDMR0U_cSATLWPI,https://www.google.com/maps/place/?q=place_id:ChIJIRmnVdsJlDMR0U_cSATLWPI,
Cebuana Lhuillier Pawnshop - San Carlos 2,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,San Carlos City,Pangasinan,Ilocos Region,"01 Bonifacio Street corner Plaza Square, San Carlos City",15.8986864,120.3207445,3,3,ChIJFQs16c1EkTMRTO8EZWNriqU,https://www.google.com/maps/place/?q=place_id:ChIJFQs16c1EkTMRTO8EZWNriqU,
ACFL Accounting & Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Mangatarem,Pangasinan,Ilocos Region,Philippines,15.7922849,120.2915548,,,ChIJQeT0WNFTkTMRjLx44Ta5ZkA,https://www.google.com/maps/place/?q=place_id:ChIJQeT0WNFTkTMRjLx44Ta5ZkA,
ACFL Accounting and Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Mangatarem,Pangasinan,Ilocos Region,"Calvo St, Mangatarem",15.7554816,120.2974199,,,ChIJz6fHrzRTkTMRnk0tVERLByM,https://www.google.com/maps/place/?q=place_id:ChIJz6fHrzRTkTMRnk0tVERLByM,
Philippine Veterans Bank ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Paniqui,Tarlac,Central Luzon,"MH9H+GRM, PVB Building, Zamora Street, corner Burgos Street, Paniqui, Tarlac",15.6688478,120.5795373,,,ChIJBawbYivLljMRFuaykpwTjw8,https://www.google.com/maps/place/?q=place_id:ChIJBawbYivLljMRFuaykpwTjw8,
Philippine Veterans Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Paniqui,Tarlac,Central Luzon,"MH9H+GRG, M.H. Del Pilar Street, Paniqui",15.6688096,120.5795699,1,3,ChIJv-2kYSvLljMRX0dIjNBRJMY,https://www.google.com/maps/place/?q=place_id:ChIJv-2kYSvLljMRX0dIjNBRJMY,
Michelle Guiang Lapid bookkeeping services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Paniqui,Tarlac,Central Luzon,"MHC3+JVF, sampaguita, Paniqui",15.6715574,120.5546769,,,ChIJGyiNnMbLljMRKDZYLUSeSls,https://www.google.com/maps/place/?q=place_id:ChIJGyiNnMbLljMRKDZYLUSeSls,
KC Kaycie (Online Assistance),"accounting, establishment, finance, point_of_interest",OPERATIONAL,Camiling,Tarlac,Central Luzon,"Tambugan, Camiling",15.6964116,120.4183426,,,ChIJb1UluK1NkTMRgsB10ksa0dI,https://www.google.com/maps/place/?q=place_id:ChIJb1UluK1NkTMRgsB10ksa0dI,
3A Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Camiling,Tarlac,Central Luzon,"77 Osme̱a Street, Camiling",15.6860807,120.4099174,,,ChIJV2yzAL6zljMRLyCmcUEBRPo,https://www.google.com/maps/place/?q=place_id:ChIJV2yzAL6zljMRLyCmcUEBRPo,
Numero Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Ramos,Tarlac,Central Luzon,"Mauricio Street, Poblacion South, Ramos",15.6688079,120.6404019,,,ChIJR_AT6u0zkTMRgkEX3Rcytco,https://www.google.com/maps/place/?q=place_id:ChIJR_AT6u0zkTMRgkEX3Rcytco,
Marycris B. Caoile Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Camiling,Tarlac,Central Luzon,"Before Lotus Funeral turn right to, 248 Cadena de Amor Street, Camiling",15.6879334,120.4015136,,,ChIJAecgnLezljMRfE_4dRFOLYU,https://www.google.com/maps/place/?q=place_id:ChIJAecgnLezljMRfE_4dRFOLYU,
Bolinao Rural Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Bolinao,Pangasinan,Ilocos Region,"9VQR+CWP, Sr. Santiago, Bolinao",16.3885891,119.8923276,,,ChIJVSa9WG3MkzMRwAIxjL4-xvM,https://www.google.com/maps/place/?q=place_id:ChIJVSa9WG3MkzMRwAIxjL4-xvM,
Planters Bank - Urdaneta Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,Philippines,15.9558785,120.5755258,,,ChIJoWHHEP0-kTMRZj6g3FXvrqc,https://www.google.com/maps/place/?q=place_id:ChIJoWHHEP0-kTMRZj6g3FXvrqc,
EastWest Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"S&P Bldg, MacArthur Highway, Urdaneta City",15.9716667,120.5714955,3.3,4,ChIJE6Ay8qw_kTMRJW-6Yehde2Y,https://www.google.com/maps/place/?q=place_id:ChIJE6Ay8qw_kTMRJW-6Yehde2Y,
Bank of Commerce - CARMEN,"bank, establishment, finance, point_of_interest",OPERATIONAL,Rosales,Pangasinan,Ilocos Region,"VHMX+W46, MacArthur Highway, Rosales",15.884786,120.597758,,,ChIJD9vrJ3M5kTMR7KYfKxUfnSE,https://www.google.com/maps/place/?q=place_id:ChIJD9vrJ3M5kTMR7KYfKxUfnSE,
Maybank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"XHGC+69X, MacArthur Highway, Urdaneta City",15.975613,120.570981,4,9,ChIJUwO-f7I_kTMRUaOfIiGhfmo,https://www.google.com/maps/place/?q=place_id:ChIJUwO-f7I_kTMRUaOfIiGhfmo,
Philippine Business Bank - Urdaneta,"bank, establishment, finance, point_of_interest",OPERATIONAL,Urdaneta City,Pangasinan,Ilocos Region,"5-Star Auto Supply Annex Building, National Highway, Nancayasan, Urdaneta, Pangasinan",15.9702763,120.5719714,,,ChIJzcqWEv0-kTMRNgI8cGfGKqE,https://www.google.com/maps/place/?q=place_id:ChIJzcqWEv0-kTMRNgI8cGfGKqE,
"RCBC BRANCH - SAN JOSE CITY, NUEVA ECIJA","atm, bank, establishment, finance, point_of_interest",OPERATIONAL,San Jose City,Nueva Ecija,Central Luzon,"1, San Jose City",15.7903105,120.9867675,3.7,3,ChIJb6SS-PXZkDMRpNiZq-NaRrw,https://www.google.com/maps/place/?q=place_id:ChIJb6SS-PXZkDMRpNiZq-NaRrw,
"GM Bank, Inc. - Mu̱oz Branch","bank, establishment, finance, point_of_interest",OPERATIONAL,Mu̱oz,Nueva Ecija,Central Luzon,"PW63+77C, T, Delos Santos Street, Mu̱oz",15.7106823,120.9031391,3,2,ChIJYc9AFxvWkDMR6HibpoCbNgw,https://www.google.com/maps/place/?q=place_id:ChIJYc9AFxvWkDMR6HibpoCbNgw,
Cebuana Lhuillier Pawnshop - Cuyapo,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Cuyapo,Nueva Ecija,Central Luzon,"Quirino Avenue, Stall 3 Public Market, Cuyapo",15.7778179,120.6654481,,,ChIJPViIDqoxkTMRsnDeyD55M_Q,https://www.google.com/maps/place/?q=place_id:ChIJPViIDqoxkTMRsnDeyD55M_Q,
"(BIR) Revenue District Office No. 14 - Bayombong, Nueva Vizcaya","accounting, establishment, finance, local_government_office, point_of_interest",OPERATIONAL,Talavera,Nueva Ecija,Central Luzon,"HWJC+736, BIR Building, Capitol Compound, Bayombong, 3700, Nueva Viscaya, Asian Highway 26, Talavera",15.580644,120.920146,3.9,22,ChIJn8yVovQqlzMR8FLHp4RgAqA,https://www.google.com/maps/place/?q=place_id:ChIJn8yVovQqlzMR8FLHp4RgAqA,
JG GASMENA ACCOUNTING AND TAX SERVICES,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Mu̱oz,Nueva Ecija,Central Luzon,"PWV2+JRC, Mu̱oz",15.7440762,120.9020288,5,1,ChIJ5YWrHADXkDMRCvz0b458yTI,https://www.google.com/maps/place/?q=place_id:ChIJ5YWrHADXkDMRCvz0b458yTI,
RJCV ACCOUNTING OFFICE,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Mu̱oz,Nueva Ecija,Central Luzon,"209 PUROK MATULUNGIN, Bagong Sikat, Mu̱oz",15.7386178,120.9230869,,,ChIJUcpWZG_XkDMRmsYcML4VMsQ,https://www.google.com/maps/place/?q=place_id:ChIJUcpWZG_XkDMRmsYcML4VMsQ,
JPP CPA,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Mu̱oz,Nueva Ecija,Central Luzon,"PW74+436, Mu̱oz",15.7127987,120.9051552,5,21,ChIJnTHrHwXWkDMRA3wavQ67j0c,https://www.google.com/maps/place/?q=place_id:ChIJnTHrHwXWkDMRA3wavQ67j0c,
Rv Printing Press,"accounting, establishment, finance, point_of_interest, store",OPERATIONAL,Mu̱oz,Nueva Ecija,Central Luzon,"911 Villa Javier Road, Mu̱oz",15.7215521,120.9190548,,,ChIJ-2FC11zXkDMRkgeaa0B4lyE,https://www.google.com/maps/place/?q=place_id:ChIJ-2FC11zXkDMRkgeaa0B4lyE,
MGA Accounting and Tax Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,San Jose City,Nueva Ecija,Central Luzon,"Blk 3 Lot 28 Amaranth Street, San Jose City",15.7606278,120.9584477,,,ChIJlVv9CQDXkDMRU7AfObFwN4w,https://www.google.com/maps/place/?q=place_id:ChIJlVv9CQDXkDMRU7AfObFwN4w,
PS Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Paniqui,Tarlac,Central Luzon,"MH9H+CRQ, Zamora Street, Paniqui",15.6685898,120.5796018,2,4,ChIJsYWkYivLljMRf9EXHIbpEp0,https://www.google.com/maps/place/?q=place_id:ChIJsYWkYivLljMRf9EXHIbpEp0,
RBRRS,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Santa Ignacia,Tarlac,Central Luzon,"JCCV+38X, Santa Ignacia",15.6200254,120.4439773,4.5,2,ChIJiWf14hyzljMR9Opjf8HbF58,https://www.google.com/maps/place/?q=place_id:ChIJiWf14hyzljMR9Opjf8HbF58,
Mr.YoungEinstein 3.121Room,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Mayantoc,Tarlac,Central Luzon,"Upper Saranay, Tarlac City",15.6130201,120.3800605,,,ChIJRfqhjsWxljMRrAx6AdTL4KI,https://www.google.com/maps/place/?q=place_id:ChIJRfqhjsWxljMRrAx6AdTL4KI,
Cebuana Lhuillier Pawnshop - San Fabian,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,San Fabian,Pangasinan,Ilocos Region,"Gubatan Building, Rizal, San Fabian",16.1200917,120.4050405,5,3,ChIJo0BsGcxukTMR-RNDRxLykR0,https://www.google.com/maps/place/?q=place_id:ChIJo0BsGcxukTMR-RNDRxLykR0,
Cebuana Lhuillier Pawnshop - Dagupan 3,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"AB Fernandez Avenue, Dagupan City",16.0459504,120.3428121,2,4,ChIJdXbtaFZdkTMR5kU5UUopMzU,https://www.google.com/maps/place/?q=place_id:ChIJdXbtaFZdkTMR5kU5UUopMzU,
Philippine National Bank ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Santa Cruz,Zambales,Central Luzon,"QW65+PRX, Barangay Hall, Misola Street, Poblacion South, Sta. Cruz",15.7618546,119.9096175,,,ChIJi9IwldwJlDMR0CJwOlEsrCg,https://www.google.com/maps/place/?q=place_id:ChIJi9IwldwJlDMR0CJwOlEsrCg,
Bank of Commerce - Santa Cruz Zambales,"bank, establishment, finance, point_of_interest",OPERATIONAL,Santa Cruz,Zambales,Central Luzon,"QW76+96F, National Road corner Misola Street, Poblacion South, Sta Cruz, Zambales, Santa Cruz",15.7634446,119.9105505,4.5,2,ChIJhf5-ndwJlDMRwznWqMjM15Y,https://www.google.com/maps/place/?q=place_id:ChIJhf5-ndwJlDMRwznWqMjM15Y,
Western Union - Rang-Ay Rural Bank - Poblacion Este North,"bank, establishment, finance, point_of_interest",OPERATIONAL,Santa Cruz,Zambales,Central Luzon,"National Highway, Poblacion Este North (Near Santa Cruz Public Market), Santa Cruz, 2713, Ilocos Sur",15.76097,119.911373,,,ChIJucQFscQJlDMR9hAPzgM6uEM,https://www.google.com/maps/place/?q=place_id:ChIJucQFscQJlDMR9hAPzgM6uEM,
Cebuana Lhuillier Pawnshop - Infanta,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Infanta,Pangasinan,Ilocos Region,"Lucero Street, Poblacion, Infanta",15.8247988,119.9061316,5,2,ChIJueu5mfL2kzMRCF68TpNDqY8,https://www.google.com/maps/place/?q=place_id:ChIJueu5mfL2kzMRCF68TpNDqY8,
Cebuana Lhuillier Pawnshop - Candelaria,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Candelaria,Zambales,Central Luzon,"Caballero corner Rubi Street, Poblacion, Candelaria",15.6261653,119.9318211,,,ChIJR_AeXrQPlDMR7xib8lbFmZo,https://www.google.com/maps/place/?q=place_id:ChIJR_AeXrQPlDMR7xib8lbFmZo,
Banco San Juan - Lingayen Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Lingayen,Pangasinan,Ilocos Region,"#28, Avenida Rizal East Lingayen, Pangasinan",16.025026,120.231285,,,ChIJDxMs42ZekTMRaOBPhmNjjYs,https://www.google.com/maps/place/?q=place_id:ChIJDxMs42ZekTMRaOBPhmNjjYs,
Fundline Finance Corporation - Lingayen Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Lingayen,Pangasinan,Ilocos Region,"87 Artacho Street, Lingayen",16.0285417,120.2278502,5,1,ChIJNcqBe2dekTMRPvXrRQeyppI,https://www.google.com/maps/place/?q=place_id:ChIJNcqBe2dekTMRPvXrRQeyppI,
Em-A Capital Finance Corporation,"bank, establishment, finance, point_of_interest",OPERATIONAL,Lingayen,Pangasinan,Ilocos Region,"39 Avenida Rizal West, Lingayen",16.0270302,120.22125,,,ChIJ48kll1tekTMRH2qdi6w1_c8,https://www.google.com/maps/place/?q=place_id:ChIJ48kll1tekTMRH2qdi6w1_c8,
Philippine Business Bank - Dagupan,"bank, establishment, finance, point_of_interest",OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"28VQ+6MJ, 161 Rizal Street, Downtown District, Dagupan City",16.0430914,120.3391186,5,1,ChIJbSe8jVVdkTMREZoTpPJLp94,https://www.google.com/maps/place/?q=place_id:ChIJbSe8jVVdkTMREZoTpPJLp94,
Banco San Juan - Camiling,"bank, establishment, finance, point_of_interest",OPERATIONAL,Camiling,Tarlac,Central Luzon,"MCP6+GP9, Arellano Street, Poblacion, Camiling City, Tarlac, Camiling",15.686277,120.411862,,,ChIJi_f7OGNMkTMRp-Gr0UjJbOI,https://www.google.com/maps/place/?q=place_id:ChIJi_f7OGNMkTMRp-Gr0UjJbOI,
Fundline Finance Corporation - Camiling Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Camiling,Tarlac,Central Luzon,"Unit 1 Camiling Centerpoint Building, Bonifacio Street corner Del Pilar Street, Camiling, Tarlac",15.6849548,120.4134641,,,ChIJHcHF5EezljMRGuPmKFPK2QM,https://www.google.com/maps/place/?q=place_id:ChIJHcHF5EezljMRGuPmKFPK2QM,
Cebuana Lhuillier Pawnshop - Mayantoc,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Mayantoc,Tarlac,Central Luzon,"Poblacion Sur, 184, Mayantoc",15.6191981,120.3766141,,,ChIJn0eXKiayljMROXMlc9EPKxQ,https://www.google.com/maps/place/?q=place_id:ChIJn0eXKiayljMROXMlc9EPKxQ,
Fundline Finance Corporation - San Carlos Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,San Carlos City,Pangasinan,Ilocos Region,"W8GX+X79, Bonifacio Street, San Carlos City",15.9274237,120.3482406,,,ChIJq9L6xM1EkTMRbqIsdbFk5Vg,https://www.google.com/maps/place/?q=place_id:ChIJq9L6xM1EkTMRbqIsdbFk5Vg,
"Producers Bank ATM, Rizal","atm, establishment, finance, point_of_interest",OPERATIONAL,Rizal,Nueva Ecija,Central Luzon,"P34X+2M9, National Road, Poblacion, Rizal",15.7050264,121.0992259,5,1,ChIJ9WQ4OITOkDMRJYWHTGJbwxA,https://www.google.com/maps/place/?q=place_id:ChIJ9WQ4OITOkDMRJYWHTGJbwxA,
"Alalay sa Kaunlaran (ASKI), Inc - Tayug Branch","bank, establishment, finance, point_of_interest",OPERATIONAL,Tayug,Pangasinan,Ilocos Region,"2PGW+59W, Plaridel Street, Tayug",16.0254921,120.7459657,,,ChIJq8VN2rMZkTMRNvbZB_1Ud6Q,https://www.google.com/maps/place/?q=place_id:ChIJq8VN2rMZkTMRNvbZB_1Ud6Q,
TSPI Development Corporation - Tayug Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Santa Maria,Pangasinan,Ilocos Region,"# 208 Rizal Street, Poblacion C, Tayug, Pangasinan",15.9793592,120.70072,,,ChIJhXEjg1A9kTMRyUZyz7BchqA,https://www.google.com/maps/place/?q=place_id:ChIJhXEjg1A9kTMRyUZyz7BchqA,
Cebuana Lhuillier Pawnshop - Market Site Tayug,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Tayug,Pangasinan,Ilocos Region,"43 Mabini Street, Tayug",16.0290851,120.746787,,,ChIJBRNKK64ZkTMR1Stmn1Agi9g,https://www.google.com/maps/place/?q=place_id:ChIJBRNKK64ZkTMR1Stmn1Agi9g,
