Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Place ID,Google Maps Link
Metrobank Ilocos Sur - Tagudin,Bank,OPERATIONAL,Tagudin,Ilocos Sur,Ilocos Region,"JTC Tagudin Central, Brgy. Del Pilar, National Highway ,Tagudin, Bangued, 2714 Ilocos Sur, Philippines",16.9362558,120.4468667,4.2,5,ChIJS21yXaTnkTMRTzmluqMXJiQ,https://www.google.com/maps/place/?q=place_id:ChIJS21yXaTnkTMRTzmluqMXJiQ
Metrobank Card Bill Payments,"establishment, point_of_interest",OPERATIONAL,Vigan City,Ilocos Sur,Ilocos Region,"H9FQ+FH5, Maybank, GSP Building, Leona Florentino Street, Corner Plaridel Street, Vigan City, 2700, Philippines",17.5736829,120.3889864,,,ChIJDbPOgnVljjMRBcre_HhMsU8,https://www.google.com/maps/place/?q=place_id:ChIJDbPOgnVljjMRBcre_HhMsU8
Metrobank Card Bill Payments,"establishment, point_of_interest",OPERATIONAL,Narvacan,Ilocos Sur,Ilocos Region,"CF9G+J5H, PNB, Annex Building, Narvacan Municipal Hall, Old National Highway, Narvacan, 2704 Ilocos Sur, Philippines",17.4191163,120.4755018,,,ChIJCT-7ra5rjjMRhvOM8EFZW_Q,https://www.google.com/maps/place/?q=place_id:ChIJCT-7ra5rjjMRhvOM8EFZW_Q
Metrobank Quirino Ave. - Leon Guinto,Bank,OPERATIONAL,Manila,NCR,NCR,"Quirino Ave, corner Leon Guinto St, Malate, Manila, 1004 Metro Manila, Philippines",14.570917,120.9923763,2.3,7,ChIJkxf44zbJlzMRjfc_8_Epr5Q,https://www.google.com/maps/place/?q=place_id:ChIJkxf44zbJlzMRjfc_8_Epr5Q
Metrobank Novaliches,Bank,OPERATIONAL,Manila City,NCR,NCR,"Quirino Hwy, Novaliches, Quezon City, 1117 Metro Manila, Philippines",14.7166016,121.0405401,2.2,12,ChIJz4iZg_CxlzMRZoGgx8QU53E,https://www.google.com/maps/place/?q=place_id:ChIJz4iZg_CxlzMRZoGgx8QU53E
Metrobank Sta. Monica - Novaliches,Bank,OPERATIONAL,Quezon City,NCR,NCR,"1035 Quirino Hwy, Novaliches, Quezon City, 1118 Metro Manila, Philippines",14.7359896,121.0562,3,2,ChIJW9rSbKSxlzMRpryHYwQNQNc,https://www.google.com/maps/place/?q=place_id:ChIJW9rSbKSxlzMRpryHYwQNQNc
Metrobank Baesa,Bank,OPERATIONAL,Quezon City,NCR,NCR,"131 Quirino Highway, corner Palm Rd, Quezon City, 1106, Philippines",14.6661949,121.0063863,2.7,7,ChIJM90_Jya3lzMRRfvFnCTQzyQ,https://www.google.com/maps/place/?q=place_id:ChIJM90_Jya3lzMRRfvFnCTQzyQ
Metrobank Escolta Tower,Bank,OPERATIONAL,Manila,NCR,NCR,"288, Escolta Twin Towers, Escolta St, Binondo, Manila, 1006 Metro Manila, Philippines",14.5977819,120.9785511,,,ChIJy4kI_aHLlzMRsGNw0mCsJqU,https://www.google.com/maps/place/?q=place_id:ChIJy4kI_aHLlzMRsGNw0mCsJqU
Metrobank Taguig - Puregold,Bank,OPERATIONAL,Taguig,NCR,NCR,"Puregold, Commercial Unit 7 - 10, Gen. Luna St, Taguig, 1637, Philippines",14.5297011,121.0697892,2.3,22,ChIJuTbGicbJlzMRow0Uz50HQx4,https://www.google.com/maps/place/?q=place_id:ChIJuTbGicbJlzMRow0Uz50HQx4
Metrobank Binangonan,Bank,OPERATIONAL,Binangonan,Rizal,CALABARZON,"Manila E Rd, Darangan, Binangonan, Rizal, Philippines",14.4871453,121.1865948,2.5,10,ChIJx5cseXHDlzMRayY_CGBcYSE,https://www.google.com/maps/place/?q=place_id:ChIJx5cseXHDlzMRayY_CGBcYSE
Metrobank Salcedo Village,Bank,OPERATIONAL,Makati City,NCR,NCR,"Plaza Royale, Salcedo Village, G/F, Bldg. 120 L.P. Leviste Street, Makati City, 1209, Philippines",14.559388,121.0207967,5,1,ChIJFYTBhmfJlzMRqpfl7aCQoUs,https://www.google.com/maps/place/?q=place_id:ChIJFYTBhmfJlzMRqpfl7aCQoUs
Metrobank Branch Salcedo cor Dela Rosa,"establishment, finance, point_of_interest",OPERATIONAL,Makati,NCR,NCR,"H258+F7G, Salcedo, Legazpi Village, Makati, Kalakhang Maynila, Philippines",14.5587018,121.0156674,4.7,3,ChIJa9qEBQzJlzMRnVewt0mG7A8,https://www.google.com/maps/place/?q=place_id:ChIJa9qEBQzJlzMRnVewt0mG7A8
Metrobank Aguirre - Salcedo,Bank,OPERATIONAL,Makati,NCR,NCR,"235 Cattleya Condominium Bldg., Salcedo St., Legaspi Village, Makati City, 1223, Philippines",14.5527537,121.0159813,5,2,ChIJO_Ob-QbJlzMRHZ_SWRagPGo,https://www.google.com/maps/place/?q=place_id:ChIJO_Ob-QbJlzMRHZ_SWRagPGo
Metrobank Dela Rosa - Salcedo St.,Bank,OPERATIONAL,Makati,NCR,NCR,"164 Kalayaan Bldg. GF Salcedo cor Dela Rosa Sts., Legaspi Village, Makati City, 1223, Philippines",14.558686,121.0157043,5,1,ChIJHyI416jJlzMR7f0JYc9RH24,https://www.google.com/maps/place/?q=place_id:ChIJHyI416jJlzMR7f0JYc9RH24
Metrobank San Agustin - HV Dela Costa,Bank,OPERATIONAL,Makati City,NCR,NCR,"Salcedo Village, G/F Liberty Center Bldg., 104 H.V. dela Costa, cor San Agustin St, Makati City, 1209, Philippines",14.5605943,121.0256621,2.3,3,ChIJ9bCRAobJlzMR_tTo0TXkEfw,https://www.google.com/maps/place/?q=place_id:ChIJ9bCRAobJlzMR_tTo0TXkEfw
Metrobank Alfaro,Bank,OPERATIONAL,Makati City,NCR,NCR,"Salcedo Village, G/F ALPAP Bldg, 140 L.P. Leviste Street, Makati City, 1209, Philippines",14.5594638,121.0230402,3,2,ChIJpUnyktzJlzMRxz8YO89K3UU,https://www.google.com/maps/place/?q=place_id:ChIJpUnyktzJlzMRxz8YO89K3UU
Metrobank Tordesillas - Gil Puyat Ave.,Bank,OPERATIONAL,Makati City,NCR,NCR,"Le Triomphe, Salcedo Village, H.V. Dela Costa, Makati City, 1209 Metro Manila, Philippines",14.561617,121.0193,,,ChIJE5RhlC3JlzMRKELW66ymALI,https://www.google.com/maps/place/?q=place_id:ChIJE5RhlC3JlzMRKELW66ymALI
Metrobank H.V. Dela Costa,Bank,OPERATIONAL,Makati City,NCR,NCR,"Salcedo Village, GF Westgate Condominum Plaza, 120 H.V. Dela Costa, Makati City, 1209, Philippines",14.5613349,121.023012,,,ChIJW37tDfTJlzMRGI_tOZDk-KA,https://www.google.com/maps/place/?q=place_id:ChIJW37tDfTJlzMRGI_tOZDk-KA
Metrobank Paseo - Makati Ave.,Bank,OPERATIONAL,Makati City,NCR,NCR,"8735 Makati Ave., cor, 1226 Paseo de Roxas, Makati City, 1209, Philippines",14.5586546,121.0262268,3.7,3,ChIJoZ1adX7JlzMRB0_SWbNmJ2g,https://www.google.com/maps/place/?q=place_id:ChIJoZ1adX7JlzMRB0_SWbNmJ2g
Metrobank Angono,Bank,OPERATIONAL,Angono,Rizal,CALABARZON,"M.L. Quezon St, Angono, 1930 Rizal, Philippines",14.5252705,121.1529721,1.5,6,ChIJ268YTivHlzMRH7mqyCqxoWI,https://www.google.com/maps/place/?q=place_id:ChIJ268YTivHlzMRH7mqyCqxoWI
Metrobank Bulacan - San Ildefonso,Bank,OPERATIONAL,San Ildefonso,Bulacan,Central Luzon,"Brgy, San Ildefonso, 3010 Bulacan, Philippines",15.0803931,120.9405094,1,1,ChIJS5M_-7IDlzMRWGvy1XV8dCk,https://www.google.com/maps/place/?q=place_id:ChIJS5M_-7IDlzMRWGvy1XV8dCk
Metrobank Card Bill Payments,"establishment, point_of_interest",OPERATIONAL,Candon City,Ilocos Sur,Ilocos Region,"5CWX+67G, Allied Bank, Manila North Road, Candon City, 2710 Ilocos Sur, Philippines",17.1955501,120.4482114,,,ChIJP7sY8e8ZjjMR1QNllSZvcAg,https://www.google.com/maps/place/?q=place_id:ChIJP7sY8e8ZjjMR1QNllSZvcAg
Metrobank La Union - Sevilla Monumento,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"National Highway, Tan Building, Quezon Ave, San Fernando City, 2500 La Union, Philippines",16.59679,120.319202,1,1,ChIJIXDtcFiPkTMRhSOtJSPFuA4,https://www.google.com/maps/place/?q=place_id:ChIJIXDtcFiPkTMRhSOtJSPFuA4
Metrobank Sta. Cruz - Manila,Bank,OPERATIONAL,Manila,NCR,NCR,"582 Gonzalo Puyat St, Santa Cruz, Manila, 1014 Metro Manila, Philippines",14.600955,120.9812274,1,1,ChIJKd1M3wzLlzMRqz8_HeyKvFc,https://www.google.com/maps/place/?q=place_id:ChIJKd1M3wzLlzMRqz8_HeyKvFc
Metrobank Blumentritt - Sta. Cruz,Bank,OPERATIONAL,Manila,NCR,NCR,"2460 Rizal Ave, corner Cavite St, Santa Cruz, Manila, 1014 Metro Manila, Philippines",14.6240944,120.9831196,3,7,ChIJzQaGe_C1lzMRfoqy07LhztE,https://www.google.com/maps/place/?q=place_id:ChIJzQaGe_C1lzMRfoqy07LhztE
Metrobank La Union - Main,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"Nat'l. Highway, Quezon Ave, San Fernando City, 2500 La Union, Philippines",16.619376,120.3168093,2.6,5,ChIJ5RSkfPmPkTMRcF3uiJuAjEI,https://www.google.com/maps/place/?q=place_id:ChIJ5RSkfPmPkTMRcF3uiJuAjEI
Metrobank Marikina Center,Bank,OPERATIONAL,Marikina,NCR,NCR,"321 J. P. Rizal St, Marikina, 1800 Metro Manila, Philippines",14.6336935,121.09486,1.9,8,ChIJC206CGq5lzMRV7wWrjw0eYc,https://www.google.com/maps/place/?q=place_id:ChIJC206CGq5lzMRV7wWrjw0eYc
Metrobank Arranque Center,Bank,OPERATIONAL,Manila,NCR,NCR,"1344-1346, Soler St, Santa Cruz, Manila, 1014 Metro Manila, Philippines",14.6033187,120.9784732,3,2,ChIJ7eKaqa3LlzMRKAcwfMFab1Y,https://www.google.com/maps/place/?q=place_id:ChIJ7eKaqa3LlzMRKAcwfMFab1Y
Metrobank,Bank,OPERATIONAL,Baguio,Benguet,Cordillera Administrative Region,"Ground Floor, G/F Porta Vaga Bldg, Upper Session Rd, Baguio, 2600 Benguet, Philippines",16.4119111,120.5984585,1.7,13,ChIJZaK2nmehkTMR7vUUjhBc4Qc,https://www.google.com/maps/place/?q=place_id:ChIJZaK2nmehkTMR7vUUjhBc4Qc
Metrobank Tomas Mapua - Fugoso,Bank,OPERATIONAL,Manila,NCR,NCR,"No. 1052-1056 Tomas Mapua, corner Fugoso St, Santa Cruz, Manila, 1014 Metro Manila, Philippines",14.6077635,120.9812067,1,2,ChIJz3n1W9zLlzMRos9ZFd4539A,https://www.google.com/maps/place/?q=place_id:ChIJz3n1W9zLlzMRos9ZFd4539A
Metrobank Sta. Maria - Bulacan,Bank,OPERATIONAL,Santa Maria,Bulacan,Central Luzon,"Corazon, J. De Jesus St, Poblacion, Santa Maria, 3022 Bulacan, Philippines",14.8189965,120.9618126,1.3,8,ChIJ-2hwBHOtlzMReCnyMIvvNn8,https://www.google.com/maps/place/?q=place_id:ChIJ-2hwBHOtlzMReCnyMIvvNn8
Metrobank La Union - ML Quezon,Bank,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"Kenny's Plaza, Quezon Ave, San Fernando City, 2500 La Union, Philippines",16.6124596,120.3163475,3,1,ChIJqTrhqMSPkTMR0auM2XmzOyM,https://www.google.com/maps/place/?q=place_id:ChIJqTrhqMSPkTMR0auM2XmzOyM
Metrobank La Union - Agoo,Bank,OPERATIONAL,Agoo,La Union,Ilocos Region,"Sta. Barbara, National Highway, Agoo, 2504 La Union, Philippines",16.3253567,120.366462,2.5,6,ChIJqUgwzbB3kTMRzWT5DK4dX2I,https://www.google.com/maps/place/?q=place_id:ChIJqUgwzbB3kTMRzWT5DK4dX2I
Metrobank La Union - Bauang,Bank,OPERATIONAL,Bauang,La Union,Ilocos Region,"McArthur Highway, National Road, Brgy, Bauang, 2501 La Union, Philippines",16.5303374,120.3297352,4,4,ChIJlbEOO2qFkTMR1SsTVP4SAw8,https://www.google.com/maps/place/?q=place_id:ChIJlbEOO2qFkTMR1SsTVP4SAw8
Metrobank La Trinidad - Benguet,Bank,OPERATIONAL,La Trinidad,Benguet,Cordillera Administrative Region,"JB78 Central Pico, KM4, La Trinidad, 2601 Benguet, Philippines",16.4431262,120.5921639,2.3,13,ChIJd3oirlijkTMRtKE0pOtA2bk,https://www.google.com/maps/place/?q=place_id:ChIJd3oirlijkTMRtKE0pOtA2bk
Metrobank Card Visa/Mastrercard Bill Payments,"establishment, point_of_interest",OPERATIONAL,San Fernando City,La Union,Ilocos Region,"J868+XFF, Metrobank, MacArthur Highway, San Fernando City, 2500 La Union, Philippines",16.6124455,120.3163494,,,ChIJOQSzDEGOkTMRSPaQRitrJRg,https://www.google.com/maps/place/?q=place_id:ChIJOQSzDEGOkTMRSPaQRitrJRg
Metrobank Cash Accept Machine,ATM,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"Kenny's Plaza, Quezon Ave, San Fernando City, 2500 La Union, Philippines",16.6124596,120.3163475,,,ChIJq9qbHjOPkTMRXahMai4CNcM,https://www.google.com/maps/place/?q=place_id:ChIJq9qbHjOPkTMRXahMai4CNcM
Metrobank Baguio - Marcos Highway,Bank,OPERATIONAL,Baguio,Benguet,Cordillera Administrative Region,"TG Building, Marcos Highway KM 3, Brgy, Baguio, 2600, Philippines",16.3980513,120.5831898,2.4,5,ChIJO9jfKCahkTMRXjkI_U6Ozwc,https://www.google.com/maps/place/?q=place_id:ChIJO9jfKCahkTMRXjkI_U6Ozwc
Metrobank Baguio - Lucban,Bank,OPERATIONAL,Baguio,Benguet,Cordillera Administrative Region,"F2 Building, 532 Magsaysay Ave, Baguio, 2600 Benguet, Philippines",16.4275987,120.594278,3,2,ChIJOw2tFCujkTMRVJ9GL9VCOrM,https://www.google.com/maps/place/?q=place_id:ChIJOw2tFCujkTMRVJ9GL9VCOrM
Metrobank Fort - Burgos Circle,Bank,OPERATIONAL,Taguig,NCR,NCR,"GF The Fort Residences 30th St. cor 2nd Ave. cor Padre Burgos Circle Crescent Park West BGC, Taguig, 1637, Philippines",14.5530219,121.0446968,1.7,11,ChIJpXzqPDnJlzMRD2nBZ-1wcyU,https://www.google.com/maps/place/?q=place_id:ChIJpXzqPDnJlzMRD2nBZ-1wcyU
Metrobank Cash Accept Machine,ATM,OPERATIONAL,Rosario,La Union,Ilocos Region,"MacArthur Hwy, Tarlac City, 2300 La Union, Philippines",16.2248325,120.5029494,,,ChIJZcAdhsLHljMRdwJoZ2tgBFg,https://www.google.com/maps/place/?q=place_id:ChIJZcAdhsLHljMRdwJoZ2tgBFg
Metrobank ATM,ATM,OPERATIONAL,Rosario,La Union,Ilocos Region,"Km 120 MacArthur Hwy, Valenzuela, 1440 La Union, Philippines",16.2248325,120.5029494,,,ChIJC8g3Cn61lzMRRLvx6ceJ3dU,https://www.google.com/maps/place/?q=place_id:ChIJC8g3Cn61lzMRRLvx6ceJ3dU
Metrobank ATM,ATM,OPERATIONAL,Rosario,La Union,Ilocos Region,"National Highway, Rosario, 2506 La Union, Philippines",16.2110465,120.5001713,1,1,ChIJDR7PqM5zkTMRTLXTnw3RSF4,https://www.google.com/maps/place/?q=place_id:ChIJDR7PqM5zkTMRTLXTnw3RSF4
Metrobank Bancnet ATM,ATM,OPERATIONAL,Agoo,La Union,Ilocos Region,"89G9+2C5, Metrobank, STA. Barbara, National Highway, Agoo, La Union, Philippines",16.325,120.3686111,,,ChIJ4Y_5HA13kTMRZ3exqczYDfA,https://www.google.com/maps/place/?q=place_id:ChIJ4Y_5HA13kTMRZ3exqczYDfA
Metrobank,"establishment, finance, point_of_interest",OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"098 Malued Rd, dist, Dagupan City, 2400 Pangasinan, Philippines",16.0300313,120.3348614,,,ChIJJ87XF5ldkTMRyVSBxBKncmU,https://www.google.com/maps/place/?q=place_id:ChIJJ87XF5ldkTMRyVSBxBKncmU
Metrobank Bancnet ATM,ATM,OPERATIONAL,San Fernando City,La Union,Ilocos Region,"J888+JP6, Metrobank, Quezon Ave. (Along National Highway), San Fernando City, La Union, Philippines",16.6165269,120.3167749,,,ChIJq0BfaGqOkTMR0vTq1tW8W98,https://www.google.com/maps/place/?q=place_id:ChIJq0BfaGqOkTMR0vTq1tW8W98
Metrobank Baguio - Bonifacio,Bank,OPERATIONAL,Baguio,Benguet,Cordillera Administrative Region,"Lower Bonifacio St, Baguio, 2600 Benguet, Philippines",16.4184135,120.596857,1.9,7,ChIJiRJlg3mhkTMRLZANW5Rkkmw,https://www.google.com/maps/place/?q=place_id:ChIJiRJlg3mhkTMRLZANW5Rkkmw
Metrobank Pangasinan - Mangaldan,Bank,OPERATIONAL,Mangaldan,Pangasinan,Ilocos Region,"Casa Filomena, 546 Rizal Ave, Mangaldan, 2432 Pangasinan, Philippines",16.0705938,120.4033591,3,2,ChIJu1qZXetpkTMRIK0r_5iDnk4,https://www.google.com/maps/place/?q=place_id:ChIJu1qZXetpkTMRIK0r_5iDnk4
Metrobank Baguio Magsaysay,Bank,OPERATIONAL,Baguio,Benguet,Cordillera Administrative Region,"Magsaysay Ave, cor Gen. Luna Rd, Baguio, 2600, Philippines",16.4149865,120.5958674,2.1,18,ChIJgR5wWSKhkTMRdcItXybzidU,https://www.google.com/maps/place/?q=place_id:ChIJgR5wWSKhkTMRdcItXybzidU
Metrobank Rosario - Cavite,Bank,OPERATIONAL,Rosario,Cavite,CALABARZON,"CV73+6W4, General Trias Dr, Poblacion, Rosario, 4106 Cavite, Philippines",14.4140483,120.8566985,3,2,ChIJLyQPnM8tljMRcAL_DNy44xU,https://www.google.com/maps/place/?q=place_id:ChIJLyQPnM8tljMRcAL_DNy44xU
Metrobank Rosario - Batangas,Bank,OPERATIONAL,Rosario,Batangas,CALABARZON,"beside Tan Wanam Grocery, Gualberto Avenue, Poblacion, Rosario, 4225 Batangas, Philippines",13.8450026,121.2043363,2,4,ChIJ9Qiwk3cVvTMRTMXU9eoSWYE,https://www.google.com/maps/place/?q=place_id:ChIJ9Qiwk3cVvTMRTMXU9eoSWYE
Metrobank Batangas - Sto. Tomas,Bank,OPERATIONAL,Santo Tomas,Batangas,CALABARZON,"Brgy. 2, 1, Santo Tomas, 4234 Batangas, Philippines",14.1095717,121.1454122,5,1,ChIJj6bVqWNlvTMR-ZzCs3m81CY,https://www.google.com/maps/place/?q=place_id:ChIJj6bVqWNlvTMR-ZzCs3m81CY
Metrobank FPIP - Sto.Tomas Batangas,Bank,OPERATIONAL,Santo Tomas,Batangas,CALABARZON,"First Philippine Industrial Park, Santo Tomas, 4234 Batangas, Philippines",14.1365821,121.1316998,2.8,6,ChIJSaG8rG5lvTMRfVTY22dF9Hk,https://www.google.com/maps/place/?q=place_id:ChIJSaG8rG5lvTMRfVTY22dF9Hk
Metrobank,Bank,OPERATIONAL,Santo Tomas,Batangas,CALABARZON,"35QF+HVP First Philippine Indusrial Park, 1, Santo Tomas, 4234 Batangas, Philippines",14.088962,121.17469,,,ChIJEzeKugFmvTMR7UmzZbnuqRQ,https://www.google.com/maps/place/?q=place_id:ChIJEzeKugFmvTMR7UmzZbnuqRQ
Metrobank San Lorenzo Branch,Bank,OPERATIONAL,Makati City,NCR,NCR,"1000, Lao' Center, Antonio Arnaiz Ave, Makati City, Metro Manila, Philippines",14.5503118,121.0224184,2,12,ChIJoY-3gBrJlzMRnmQar49aP2o,https://www.google.com/maps/place/?q=place_id:ChIJoY-3gBrJlzMRnmQar49aP2o
Metrobank ATM,ATM,OPERATIONAL,Santo Tomas,Batangas,CALABARZON,"Lot 9 Ph 1-A, Fpip, Sta. Anastacia, Santo Tomas, 4234 Batangas, Philippines",14.13743,121.13547,,,ChIJEVwJvWxlvTMRp_7jbkC5UOU,https://www.google.com/maps/place/?q=place_id:ChIJEVwJvWxlvTMRp_7jbkC5UOU
Metrobank 168 Mall,Bank,OPERATIONAL,Marikina,NCR,NCR,"6th Floor, Unit 607, 168 Shopping Mall Sta. Elena, Soler St, Binondo, Manila, 1810 Metro Manila, Philippines",14.6603007,121.1188673,3,2,ChIJg7r7Gqq5lzMR9EVAxa0HE3Q,https://www.google.com/maps/place/?q=place_id:ChIJg7r7Gqq5lzMR9EVAxa0HE3Q
Metrobank Batangas - Tanauan JP Laurel,Bank,OPERATIONAL,Tanauan City,Batangas,CALABARZON,"J.P. Laurel Highway, Tanauan City, 4232 Batangas, Philippines",14.0830259,121.1498295,2.9,7,ChIJwUzRIzZvvTMRQhrPzUTy10Y,https://www.google.com/maps/place/?q=place_id:ChIJwUzRIzZvvTMRQhrPzUTy10Y
Metrobank Dagupan - Fernandez Avenue,Bank,OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"A.B. Fernandez Ave. (near Star Plaza Mall, Dagupan City, 3714 Pangasinan, Philippines",16.0446444,120.3397361,2.3,3,ChIJjTS9TDlnkTMR4xEYiffYJxY,https://www.google.com/maps/place/?q=place_id:ChIJjTS9TDlnkTMR4xEYiffYJxY
Metrobank Dagupan - Main,Bank,OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"AB Fernandez Ave, Dagupan City, 3714 Pangasinan, Philippines",16.0450142,120.3418174,1,1,ChIJh9FvxNBnkTMRBiR1LcsxJ6M,https://www.google.com/maps/place/?q=place_id:ChIJh9FvxNBnkTMRBiR1LcsxJ6M
Metrobank Alaminos - Pangasinan,Bank,OPERATIONAL,Alaminos City,Pangasinan,Ilocos Region,"Quezon Ave, National Rd, Alaminos City, 2404 Pangasinan, Philippines",16.1537032,119.9817707,4.5,8,ChIJH1aSWM7ckzMRSydPsF8T-MQ,https://www.google.com/maps/place/?q=place_id:ChIJH1aSWM7ckzMRSydPsF8T-MQ
Metrobank ATM,ATM,OPERATIONAL,Bauang,La Union,Ilocos Region,"ATM 2, Mc Arthur Highway, National Road Brgy, Bauang, 2501 La Union, Philippines",16.5302995,120.3297322,,,ChIJ3ZAEPZWFkTMROVZrTlPup5w,https://www.google.com/maps/place/?q=place_id:ChIJ3ZAEPZWFkTMROVZrTlPup5w
Metrobank Dagupan - Perez,Bank,OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"Perez Blvd, Dagupan City, 3714 Pangasinan, Philippines",16.0410145,120.3393563,,,ChIJC1ZMmw1dkTMR2phpWrhseJ8,https://www.google.com/maps/place/?q=place_id:ChIJC1ZMmw1dkTMR2phpWrhseJ8
Metrobank Dagupan - Tapuac,Bank,OPERATIONAL,Dagupan City,Pangasinan,Ilocos Region,"No. 371, Dagupan City, 3714 Pangasinan, Philippines",16.0336744,120.3310642,1.3,3,ChIJ035MZhNdkTMR5JpvSgkJHHs,https://www.google.com/maps/place/?q=place_id:ChIJ035MZhNdkTMR5JpvSgkJHHs
Metrobank Card Bill Payments,"establishment, point_of_interest",OPERATIONAL,San Carlos City,Pangasinan,Ilocos Region,"W8FW+W83 Allied Bank, Malong St, San Carlos City, 2420 Pangasinan, Philippines",15.9247824,120.345806,4,1,ChIJNZ648dJEkTMRsHvaytJ12Xo,https://www.google.com/maps/place/?q=place_id:ChIJNZ648dJEkTMRsHvaytJ12Xo
Metrobank ATM,ATM,OPERATIONAL,San Carlos City,Pangasinan,Ilocos Region,"ATM 2, Mabini St, San Carlos City, 2420 Pangasinan, Philippines",15.9265432,120.3488711,,,ChIJpSPpMERbkTMRJZAeMH2NB0Q,https://www.google.com/maps/place/?q=place_id:ChIJpSPpMERbkTMRJZAeMH2NB0Q
