Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Place ID,Google Maps Link
Philippine National Bank Bancnet ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"5JR2+VVR, Philippine National Bank, J.P. Rizal St., Brgy. San Jose, Laoag City",18.1922284,120.6021295,,,ChIJoxbZrR7GjjMRjZSzPzOX9EY,https://www.google.com/maps/place/?q=place_id:ChIJoxbZrR7GjjMRjZSzPzOX9EY
Robinsonsbank ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,San Nicolas,Ilocos Norte,Ilocos Region,"5HHV+W79, Robinsons Place, San Francisco, San Nicolas",18.1797849,120.5932381,,,ChIJvRMNGz_GjjMRxI_2c8L4Irc,https://www.google.com/maps/place/?q=place_id:ChIJvRMNGz_GjjMRxI_2c8L4Irc
Veterans Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"26 Gen. Segundo Avenue, Laoag City",18.1967416,120.5945692,5,2,ChIJtdobWyDGjjMRBj4uz9BFuk8,https://www.google.com/maps/place/?q=place_id:ChIJtdobWyDGjjMRBj4uz9BFuk8
PNB LAOAG,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"5HWV+922, V. Llanes, Laoag City",18.1958976,120.5925119,4.2,9,ChIJfeWaISHGjjMRq3SxtmCrV0Q,https://www.google.com/maps/place/?q=place_id:ChIJfeWaISHGjjMRq3SxtmCrV0Q
Philippine National Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"3H37+WXQ, San Marcelino, City of Batac",18.0548488,120.5649773,1,1,ChIJgeWy1jfAjjMRQtypgY9rDK4,https://www.google.com/maps/place/?q=place_id:ChIJgeWy1jfAjjMRQtypgY9rDK4
Rang-ay Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Public Market, Castro Avenue, Laoag City, Ilocos Norte, Laoag City",18.193869,120.595813,5,1,ChIJ53Qv7SHGjjMRtbbMIYeTxPI,https://www.google.com/maps/place/?q=place_id:ChIJ53Qv7SHGjjMRtbbMIYeTxPI
BANGKO SENTRAL NG PILIPINAS,"bank, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"3H86+222, National Highway, City of Batac",18.0650226,120.5600062,4.5,4,ChIJ_3fBGEXAjjMR5-wzaNVPYn0,https://www.google.com/maps/place/?q=place_id:ChIJ_3fBGEXAjjMR5-wzaNVPYn0
PSBank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"5HVW+7FR, A. Bonifacio, Barangay 17., F.R. Castro St., Laoag City",18.1932383,120.5961365,5,2,ChIJs7yHOBnGjjMRNhK17lrcEiU,https://www.google.com/maps/place/?q=place_id:ChIJs7yHOBnGjjMRNhK17lrcEiU
Philippine National Bank (formerly Allied Bank),"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"18 F.R. Castro, Laoag City",18.194046,120.596315,5,1,ChIJe2Y65iHGjjMRG4PaJH6n76c,https://www.google.com/maps/place/?q=place_id:ChIJe2Y65iHGjjMRG4PaJH6n76c
Cebuana Lhuillier Pawnshop - San Nicolas,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"National Highway, Brgy. 2 San Baltazar, San Nicolas",18.1825539,120.5375882,1,2,ChIJR_K23EDGjjMRKTqz-lJdYJo,https://www.google.com/maps/place/?q=place_id:ChIJR_K23EDGjjMRKTqz-lJdYJo
Cebuana Lhuillier Pawnshop - Batac Marcos Avenue,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"Salvador Bldg, #34 Marcos Avenue, Brgy. 7, City of Batac",18.0551887,120.5611821,,,ChIJBUKmgEfAjjMR4RHSohyUdJI,https://www.google.com/maps/place/?q=place_id:ChIJBUKmgEfAjjMR4RHSohyUdJI
Western Union - Nueva Segovia Consortium of Cooperative,"bank, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"Washington Street, National Road (Infront of Jeepney Terminal), Batac City, 2906, Ilocos Norte",18.057536,120.5578762,,,ChIJMYMy4LbqjjMRCxnaXMdqvnU,https://www.google.com/maps/place/?q=place_id:ChIJMYMy4LbqjjMRCxnaXMdqvnU
fundline FINANCE CORPORATION,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"186 Ground Floor, Domingo Building, 13 Gen. Segundo Avenue, Laoag City",18.204242,120.5991621,5,1,ChIJ57Z4N6LIjjMRHG29Ap4hTpc,https://www.google.com/maps/place/?q=place_id:ChIJ57Z4N6LIjjMRHG29Ap4hTpc
Fundline Finance Corporation - Batac Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"2nd Floor, Three Jewel Building, City of Batac",18.0560478,120.5620175,5,2,ChIJ4bBUxTfAjjMR6tVJEH57g14,https://www.google.com/maps/place/?q=place_id:ChIJ4bBUxTfAjjMR6tVJEH57g14
Cebuana Lhuillier Pawnshop - Batac 1,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"2 Chua Bldg., Washington St., Brgy., 2 Ablan, Batac, Ilocos Norte",18.0572888,120.5654048,1,1,ChIJ07kgB0nAjjMRGgUxibBc9ko,https://www.google.com/maps/place/?q=place_id:ChIJ07kgB0nAjjMRGgUxibBc9ko
Bureau of Internal Revenue RDO No. 1 - Laoag,"accounting, establishment, finance, local_government_office, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"6H4V+7JF, Apolinario Castro, Laoag City",18.2056835,120.5940538,2.3,17,ChIJdaBjHZnIjjMRg_5vUcG40eo,https://www.google.com/maps/place/?q=place_id:ChIJdaBjHZnIjjMRg_5vUcG40eo
"FS Andres & Company, CPAs","accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"6H2P+6QX, Lazaro St, Laoag City",18.2006165,120.5869694,,,ChIJl2wWaJ3IjjMRj9SNgxnhZCk,https://www.google.com/maps/place/?q=place_id:ChIJl2wWaJ3IjjMRj9SNgxnhZCk
Princean Printers,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"6H2P+6RP, Gov. Primo Lazaro, Laoag City",18.2005853,120.5870747,,,ChIJpYJhaJ3IjjMRSSJ41yITC6U,https://www.google.com/maps/place/?q=place_id:ChIJpYJhaJ3IjjMRSSJ41yITC6U
Colobong Tax and Accounting Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Ablan Ave, cor Gov. Primo Lazaro, Laoag City",18.1993459,120.5890053,,,ChIJjar5znfJjjMRaScM3xMJtlc,https://www.google.com/maps/place/?q=place_id:ChIJjar5znfJjjMRaScM3xMJtlc
Corpuz Accounting Office,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Magat Salamat, Laoag City",18.2058795,120.5994269,,,ChIJXcvdYfnJjjMR7wORtrdn01s,https://www.google.com/maps/place/?q=place_id:ChIJXcvdYfnJjjMR7wORtrdn01s
"Visionaire, Inc.","accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"72 F.R. Castro, Laoag City",18.1947407,120.5931318,,,ChIJx4fBbCHGjjMRnLMya7aLVOw,https://www.google.com/maps/place/?q=place_id:ChIJx4fBbCHGjjMRnLMya7aLVOw
VIADO TAX AND ACCOUNTING SERVICES,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"118, Brgy 19 General Antonio Luna, Laoag City",18.1942507,120.5986171,,,ChIJt-W78HvJjjMRi2KSFLSGUi0,https://www.google.com/maps/place/?q=place_id:ChIJt-W78HvJjjMRi2KSFLSGUi0
Rzf Accounting Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"269 MacArthur Highway, Malolos",18.1917807,120.6047714,,,ChIJH00GdxzGjjMRTNsH39eUGOE,https://www.google.com/maps/place/?q=place_id:ChIJH00GdxzGjjMRTNsH39eUGOE
Madamba / AMA Accounting and Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,San Nicolas,Ilocos Norte,Ilocos Region,"DAMO STREET, San Nicolas",18.1801281,120.5883132,,,ChIJR9trJjXHjjMRVExQFukRmWs,https://www.google.com/maps/place/?q=place_id:ChIJR9trJjXHjjMRVExQFukRmWs
"Martin, Adora Company, CPAs","accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"5HJ7+GJP, Laoag - Paoay Road, Paoay",18.181345,120.5640682,5,2,ChIJAfze6OnHjjMRi883-31IDDM,https://www.google.com/maps/place/?q=place_id:ChIJAfze6OnHjjMRi883-31IDDM
CAZA BOOKEEPING AND ACCOUNTING SERVICES,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Airport Road, Laoag City",18.1885547,120.5490465,,,ChIJzSM-iyrHjjMRQyW8lpjQV-Y,https://www.google.com/maps/place/?q=place_id:ChIJzSM-iyrHjjMRQyW8lpjQV-Y
QR Bookkeepers,"accounting, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"3JR6+VG9, City of Batac",18.0921688,120.6113599,,,ChIJDVKvAfjBjjMRkVfWA_WlAkc,https://www.google.com/maps/place/?q=place_id:ChIJDVKvAfjBjjMRkVfWA_WlAkc
"Baclig, Bayangos and Co.","accounting, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"203 Smith, City of Batac",18.0610617,120.5602743,,,ChIJWV5DSODBjjMRBJ8osQXSiZc,https://www.google.com/maps/place/?q=place_id:ChIJWV5DSODBjjMRBJ8osQXSiZc
Peralta-Masallo Accounting and Integrated IT Solutions,"accounting, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"Dewey Street, Brgy 2, City of Batac",18.0570604,120.5640518,,,ChIJsQScF8DBjjMRUAOYgOiaPZk,https://www.google.com/maps/place/?q=place_id:ChIJsQScF8DBjjMRUAOYgOiaPZk
Galano Accounting Office,"accounting, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,City of Batac,18.0565415,120.5620853,,,ChIJNaPyejTBjjMRlk1xEUTnIcM,https://www.google.com/maps/place/?q=place_id:ChIJNaPyejTBjjMRlk1xEUTnIcM
Stress Free Bookkeeping,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Paoay,Ilocos Norte,Ilocos Region,"Rosmont Executive Villa, Paoay",18.0495941,120.518364,,,ChIJjXorbca_jjMRd6635HH6QtY,https://www.google.com/maps/place/?q=place_id:ChIJjXorbca_jjMRd6635HH6QtY
Far East Accounting Professional,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Badoc,Ilocos Norte,Ilocos Region,"Napu, 7, Badoc",17.9456518,120.4906191,,,ChIJ-4TJw5iTjjMRSKmjwA2lB9w,https://www.google.com/maps/place/?q=place_id:ChIJ-4TJw5iTjjMRSKmjwA2lB9w
"Fy Rojas & Associates, CPA's","accounting, establishment, finance, point_of_interest",OPERATIONAL,Cabugao,Ilocos Sur,Ilocos Region,"2F, ES Gascon Building, National Highway, Cabugao",17.7985126,120.4554037,,,ChIJH6QPeQqMjjMRNtv1WH2ftt8,https://www.google.com/maps/place/?q=place_id:ChIJH6QPeQqMjjMRNtv1WH2ftt8
MESB Bookkeeping Services,"accounting, establishment, finance, point_of_interest",OPERATIONAL,Cabugao,Ilocos Sur,Ilocos Region,"Bonifacio (Pob, Cabugao",17.7857803,120.4587988,,,ChIJBZw2pDSLjjMRCsR1QkFKb00,https://www.google.com/maps/place/?q=place_id:ChIJBZw2pDSLjjMRCsR1QkFKb00
Philippine National Bank Bancnet ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"3H38+X23, Philippine National Bank San Marcelino Cor. Concepcion St., Brgy, San Marcelino, City of Batac",18.0548852,120.565055,,,ChIJ____zzfAjjMR66k2QNN89OM,https://www.google.com/maps/place/?q=place_id:ChIJ____zzfAjjMR66k2QNN89OM
RCBC ATM - Fort Ilocandia,"atm, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"G/F, Laoag City",18.1555596,120.5217361,5,1,ChIJadwAf5u4jjMRH6CSAAQCua4,https://www.google.com/maps/place/?q=place_id:ChIJadwAf5u4jjMRH6CSAAQCua4
Philippine National Bank Bancnet ATM,"atm, establishment, finance, point_of_interest",OPERATIONAL,Pasuquin,Ilocos Norte,Ilocos Region,"Philippine National Bank, Farmers Trading Center, POB 1, Pasuquin",18.3333333,120.6166667,,,ChIJN7jyJWPLjjMRM3ZkrThkrgo,https://www.google.com/maps/place/?q=place_id:ChIJN7jyJWPLjjMRM3ZkrThkrgo
Sanchez Mira Teachers' Cooperative,"bank, establishment, finance, point_of_interest",OPERATIONAL,Sanchez-Mira,Cagayan,Cagayan Valley,"H66J+W9P, 1, Sanchez-Mira",18.5623254,121.2309675,,,ChIJezCB30TAiDMRHUcRctA66o8,https://www.google.com/maps/place/?q=place_id:ChIJezCB30TAiDMRHUcRctA66o8
Claveria Grassroots Multi-Purpose Cooperative,"bank, establishment, finance, point_of_interest, store",OPERATIONAL,Claveria,Cagayan,Cagayan Valley,"J34M+QG5, Centro Barangay Road 3, Claveria",18.606894,121.083868,5,3,ChIJ-7szNLLCiDMREfSRYaStkRM,https://www.google.com/maps/place/?q=place_id:ChIJ-7szNLLCiDMREfSRYaStkRM
"Western Union - Eurocredit Community Bank, Inc. - Santa Praxedes","bank, establishment, finance, point_of_interest",OPERATIONAL,Santa Praxedes,Cagayan,Cagayan Valley,"Provincial Road, Centro 2, Poblacion (Near Sta. Praxedes Municapal Hall), Santa Praxedes, 3518, Cagayan",18.562673,120.991369,,,ChIJ0RQEzRzciDMRNSVujSUj9Y8,https://www.google.com/maps/place/?q=place_id:ChIJ0RQEzRzciDMRNSVujSUj9Y8
Cebuana Lhuillier Pawnshop - Bangui,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Bangui,Ilocos Norte,Ilocos Region,Bangui,18.5378612,120.7657136,3.5,2,ChIJ83VnOaQliTMRGhZUXOlhXwk,https://www.google.com/maps/place/?q=place_id:ChIJ83VnOaQliTMRGhZUXOlhXwk
Claveria Agri-Based Multi-Purpose Cooperative,"bank, establishment, finance, point_of_interest",OPERATIONAL,Claveria,Cagayan,Cagayan Valley,"J35J+3P3, Claveria",18.6076314,121.0817921,4.8,5,ChIJ8cZh-rLCiDMRuYmF79Wx8Nw,https://www.google.com/maps/place/?q=place_id:ChIJ8cZh-rLCiDMRuYmF79Wx8Nw
Western Union - Oriental Multi-Purpose Cooperative,"bank, establishment, finance, point_of_interest",OPERATIONAL,Claveria,Cagayan,Cagayan Valley,"Dandoy Building, National Highway, Nabaccayan (Beside Public Market), Gattaran, 3508, Cagayan",18.607001,121.08603,,,ChIJk3bxkLHCiDMRO6jsf_mtYXE,https://www.google.com/maps/place/?q=place_id:ChIJk3bxkLHCiDMRO6jsf_mtYXE
Rural Bankers Association of the Philippines - Claveria Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Claveria,Cagayan,Cagayan Valley,Philippines,18.6006981,121.0856517,,,ChIJ80lrAbfCiDMR-_pzhUBC-k4,https://www.google.com/maps/place/?q=place_id:ChIJ80lrAbfCiDMR-_pzhUBC-k4
Cebuana Lhuillier Pawnshop - Claveria,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Claveria,Cagayan,Cagayan Valley,"G/F AGRA COMMERCIAL BLDG., CENTRO 4, CLAVERIA, Aparri",18.6071582,121.0856094,5,1,ChIJU0A4ikzDiDMRUO8na9fH2uA,https://www.google.com/maps/place/?q=place_id:ChIJU0A4ikzDiDMRUO8na9fH2uA
"Western Union - Eurocredit Community Bank, Inc. - Sanchez-Mira","bank, establishment, finance, point_of_interest",OPERATIONAL,Sanchez-Mira,Cagayan,Cagayan Valley,"Maharlika Highway, Centro 2, Poblacion (Near Sanchez Mira Municapal Hall), Sanchez-Mira, 3518, Cagayan",18.560069,121.23397,,,ChIJPRjwV1vAiDMRGw6xlZCReKE,https://www.google.com/maps/place/?q=place_id:ChIJPRjwV1vAiDMRGw6xlZCReKE
Fundline Finance Corporation - Sanchez Mira Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Sanchez-Mira,Cagayan,Cagayan Valley,"DU Building, Unit 36 2nd Floor, Padama Street, Centro 1, Sanchez-Mira",18.5606033,121.2346243,1,1,ChIJaSnPU0PAiDMRTlJXqaGSi8I,https://www.google.com/maps/place/?q=place_id:ChIJaSnPU0PAiDMRTlJXqaGSi8I
Sanchez Mira United Methodist Church Multi-Purpose Cooperative,"bank, establishment, finance, point_of_interest",OPERATIONAL,Sanchez-Mira,Cagayan,Cagayan Valley,"H66M+HHR, Marzan Street, Sanchez-Mira",18.561482,121.2338944,5,1,ChIJb427p0TAiDMRn_FPYty75oA,https://www.google.com/maps/place/?q=place_id:ChIJb427p0TAiDMRn_FPYty75oA
Sanchez Mira Rural Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Sanchez-Mira,Cagayan,Cagayan Valley,"H66P+2GF, Sanchez-Mira",18.560058,121.2363006,5,1,ChIJgWJH0lzAiDMRMdlBQxOdTYc,https://www.google.com/maps/place/?q=place_id:ChIJgWJH0lzAiDMRMdlBQxOdTYc
Cebuana Lhuillier Pawnshop - Laoag 1,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"21 Gen. Segundo Avenue, Laoag City",18.2038458,120.598849,,,ChIJ30vRIu4ZjjMRFl1cF1t4wMQ,https://www.google.com/maps/place/?q=place_id:ChIJ30vRIu4ZjjMRFl1cF1t4wMQ
Quedan and Rural Credit Guarantee Corporation (QUEDANCOR) - Ilocos Norte-Laoag,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"6H2X+7XF, Jomel Building, P. Gomez Street, Laoag City, Ilocos Norte, Laoag City",18.200694,120.599914,,,ChIJUcpuB6HIjjMRu0KZjUo9jqw,https://www.google.com/maps/place/?q=place_id:ChIJUcpuB6HIjjMRu0KZjUo9jqw
Rural Bankers Association of the Philippines - Magsingal Branch,"bank, establishment, finance, point_of_interest",OPERATIONAL,Magsingal,Ilocos Sur,Ilocos Region,Philippines,17.6850176,120.4245552,,,ChIJq6om2i9ijjMRl5J8Clebm58,https://www.google.com/maps/place/?q=place_id:ChIJq6om2i9ijjMRl5J8Clebm58
Cebuana Lhuillier Pawnshop - Sinait Market Site,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Ilocos Sur,Ilocos Sur,Ilocos Region,"Sinait Public Market. Brgy. Macabiag, Sinait, Ilocos Sur",17.8625501,120.4558185,4,2,ChIJLSbOY-qNjjMRDk-pz7jEsXU,https://www.google.com/maps/place/?q=place_id:ChIJLSbOY-qNjjMRDk-pz7jEsXU
Western Union - Nueva Segovia Consortium of Cooperative,"bank, establishment, finance, point_of_interest",OPERATIONAL,Cabugao,Ilocos Sur,Ilocos Region,"Maharlika Highway, Public Market Building (Along Cabugao Market), Cabugao, 2732, Ilocos Sur",17.7990778,120.4550973,5,2,ChIJX3v2mgqMjjMRkvw2VEPSUVE,https://www.google.com/maps/place/?q=place_id:ChIJX3v2mgqMjjMRkvw2VEPSUVE
Cebuana Lhuillier Pawnshop - Badoc,"bank, establishment, finance, insurance_agency, jewelry_store, point_of_interest, store",OPERATIONAL,Badoc,Ilocos Norte,Ilocos Region,"Tolentino Building, Garreta Salva St., Barangay 2, Badoc, Ilocos Norte",17.9255329,120.4754254,,,ChIJO_PviqyTjjMR86oVMDiJwyE,https://www.google.com/maps/place/?q=place_id:ChIJO_PviqyTjjMR86oVMDiJwyE
"Center for Agriculture & Rural Development, Inc.","bank, establishment, finance, point_of_interest",OPERATIONAL,City of Batac,Ilocos Norte,Ilocos Region,"Ricarte Street, Barangay 7, Caunayan, Batac",18.0569873,120.5605465,,,ChIJyTPGlkfAjjMRIwf59xUAL8Y,https://www.google.com/maps/place/?q=place_id:ChIJyTPGlkfAjjMRIwf59xUAL8Y
Rural Bank of Cabugao Inc.,"bank, establishment, finance, point_of_interest",OPERATIONAL,Cabugao,Ilocos Sur,Ilocos Region,"QFR3+VH8, Cabugao",17.7921699,120.453958,,,ChIJof_xw_OLjjMRq0L8ySg4rg4,https://www.google.com/maps/place/?q=place_id:ChIJof_xw_OLjjMRq0L8ySg4rg4
"Center for Agriculture & Rural Development, Inc.","bank, establishment, finance, point_of_interest",OPERATIONAL,Banna,Ilocos Norte,Ilocos Region,"Barangay 3, Lorenzo, Banna",17.9798299,120.6558761,,,ChIJhxvtk6jpjjMRYzbmC5o8J84,https://www.google.com/maps/place/?q=place_id:ChIJhxvtk6jpjjMRYzbmC5o8J84
"(BIR) Revenue District Office No. 2 - Vigan, Ilocos Sur","accounting, establishment, finance, local_government_office, point_of_interest",OPERATIONAL,Bantay,Ilocos Sur,Ilocos Region,"H9HR+28V, Bantay",17.5776226,120.3907902,3.4,22,ChIJ0-cvDnVljjMR668lEx6U0qo,https://www.google.com/maps/place/?q=place_id:ChIJ0-cvDnVljjMR668lEx6U0qo
Bank Of Makati,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Enrico Bldg., Gen. Antonio Luna St. Cor. P. Acosta St., Brgy. 14, Laoag City",18.1960284,120.5951076,,,ChIJo_JrTCDGjjMRHAtU9QVaXzI,https://www.google.com/maps/place/?q=place_id:ChIJo_JrTCDGjjMRHAtU9QVaXzI
"Card Bank, Inc.","bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"Amwslai Bldg, Gen. Segundo Avenue, Brgy. 13, Laoag City",18.1960227,120.5942788,3.5,2,ChIJRf_fVCDGjjMR7P0yd4zRnx0,https://www.google.com/maps/place/?q=place_id:ChIJRf_fVCDGjjMR7P0yd4zRnx0
Security Bank - Laoag,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"G/F, LC Square, J.P. Rizal Street cor. Balintawak, Laoag City, Laoag City",18.1962753,120.591715,2.6,11,ChIJL4m2KSHGjjMRRBQGjo2s6h0,https://www.google.com/maps/place/?q=place_id:ChIJL4m2KSHGjjMRRBQGjo2s6h0
CBS China Bank Savings,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"LC Square Building, Brgy. 9, Laoag City",18.1963119,120.5916207,,,ChIJgZiNKSHGjjMRMq5ZTnN9q0g,https://www.google.com/maps/place/?q=place_id:ChIJgZiNKSHGjjMRMq5ZTnN9q0g
Globe Gcash - Rang-Ay Rural Bank,"bank, establishment, finance, point_of_interest",OPERATIONAL,Laoag City,Ilocos Norte,Ilocos Region,"2nd Floor Laoag City Public Market (South Wing), Villanueva corner Castro Avenues, Laoag City, Ilocos Norte",18.1943491,120.5961706,,,ChIJs3Tz6SHGjjMRUm__yrCUkxw,https://www.google.com/maps/place/?q=place_id:ChIJs3Tz6SHGjjMRUm__yrCUkxw
